Total Reward,Epsilon,Average Loss,Training Time
-50284.80903965362,0.1,1889.5978366819202,10.830947160720825
-64225.98823934289,0.1,2163.2867705688477,12.263835906982422
-81259.5141199363,0.1,1659.768563659668,11.610347032546997
-54375.89847499362,0.1,1051.3227414245605,11.060998916625977
-43324.70645631023,0.1,703.5798559112549,10.11951208114624
-37348.092801940336,0.1,1748.3526483154296,9.706545114517212
-57762.158657157626,0.1,1680.8742917785644,12.800371170043945
-76414.78247652302,0.1,876.4169676208496,12.243121147155762
-84687.32295136896,0.1,818.0256316833496,11.806876182556152
-72266.75546904227,0.1,968.8861451721191,13.138642072677612
-43319.06859315747,0.1,1019.8284149780274,12.56585168838501
-70507.44673324164,0.1,2503.52322857666,10.52695608139038
-59678.15369263575,0.1,1336.138575592041,10.909765005111694
-57522.192064161805,0.1,1043.4521625671387,10.833800792694092
-62240.17122207876,0.1,877.9350269775391,12.263975143432617
-74508.8841930337,0.1,941.9207554321289,11.8073570728302
-86417.98019232981,0.1,1175.9006684265137,9.904252052307129
-35223.24132632287,0.1,1083.1308149719239,9.16848874092102
-61741.45823971518,0.1,2317.713203552246,9.265721082687378
-50975.512833155066,0.1,1463.9975162963867,9.095165014266968
-67240.65558655102,0.1,1206.5896028137206,9.296467065811157
-75145.47558142994,0.1,1495.4732265930177,10.729782104492188
-73077.76037257334,0.1,1111.7479564819337,10.951390266418457
-54260.588580659634,0.1,1157.886085144043,10.595165014266968
-54705.58093915791,0.1,1066.564549041748,10.044769048690796
-55965.352528215626,0.1,945.504366607666,9.78910207748413
-52722.5160721148,0.1,870.0973662414551,10.9369478225708
-34851.42603527184,0.1,735.692809387207,10.162224054336548
-38522.32777594874,0.1,947.2193707885742,9.52319598197937
-40015.899518419435,0.1,660.8008176269532,9.189811944961548
-41327.6897117236,0.1,581.1029280700684,9.223788976669312
-42194.28283138543,0.1,789.1944772491455,10.559110164642334
-34904.92709042304,0.1,536.2763647613525,9.294481992721558
-38793.48577820525,0.1,500.68298921203615,8.746369123458862
-36578.451106343426,0.1,488.0041268310547,9.733896970748901
-40186.59096551752,0.1,477.64665493774413,12.693967819213867
-31760.280198049688,0.1,440.4724652709961,8.953871011734009
-33858.268942747905,0.1,509.4305544891357,8.33550214767456
-32777.78668249913,0.1,445.337348739624,8.404584884643555
-31746.048232696885,0.1,416.97635636901856,9.204428911209106
-32991.849898745466,0.1,491.72522206115724,10.586053133010864
-37282.85535845237,0.1,503.91961918640135,13.602312088012695
-35409.59448518067,0.1,452.49320301818847,11.714568853378296
-29386.46511261108,0.1,450.74094108581545,14.81515121459961
-26266.538014118392,0.1,529.7544287261962,13.647237062454224
-38227.74076187914,0.1,571.5544107055664,10.116922855377197
-27784.75110834923,0.1,508.8236550140381,13.17364501953125
-27119.246139129897,0.1,525.0791880645752,9.636031150817871
-33734.452794451085,0.1,490.0643067932129,9.085678100585938
-30981.079163211292,0.1,489.4486772766113,10.194492101669312
